CLIENTE,STATUS,IDADE,ESTADO,RESIDENCIA,TEMP_RESID_ANO_COMPLET,ESTADO_CIVIL,INSTRU,RENDA_TOTAL,RST
CLI_0344,bom,31,RJ,PROP,9.0,CASADO,SEC,5869,sim
CLI_0345,bom,69,SC,PROP,10.0,DIVORCIADO,SUP,9246,sim
CLI_0346,bom,73,SC,PROP,11.0,CASADO,SEC,8861,sim
CLI_0347,bom,58,MG,PROP,16.0,CASADO,SUP,7961,nao
CLI_0348,mau,39,RJ,PROP,6.0,CASADO,SUP,5996,sim
CLI_0349,bom,69,SC,PROP,10.0,DIVORCIADO,SUP,8900,sim
CLI_0350,bom,52,RJ,PROP,11.0,CASADO,SUP,7140,sim
CLI_0351,bom,36,SC,PROP,4.0,DIVORCIADO,SUP,5282,nao
CLI_0352,bom,39,RJ,PROP,10.0,CASADO,Não Informado,5964,sim
CLI_0353,bom,52,RJ,PROP,20.0,CASADO,Não Informado,8264,sim
CLI_0354,bom,28,RJ,ALUG,2.0,CASADO,SEC,5957,sim
CLI_0355,bom,49,SC,PROP,3.0,DIVORCIADO,SUP,7822,sim
CLI_0356,mau,49,RJ,PROP,20.0,CASADO,SEC,7976,sim
CLI_0357,bom,30,RJ,PROP,6.0,CASADO,SUP,4679,sim
CLI_0358,bom,57,SC,PROP,38.0,CASADO,SUP,7948,sim
CLI_0359,bom,31,RJ,PROP,2.0,CASADO,Não Informado,5759,sim
CLI_0360,bom,49,SC,PROP,3.0,DIVORCIADO,SUP,6597,sim
CLI_0361,mau,63,RJ,PROP,11.0,CASADO,Não Informado,8472,sim
CLI_0362,bom,26,SC,PROP,15.0,DIVORCIADO,SUP,5569,sim
CLI_0363,bom,45,RJ,PROP,15.0,CASADO,SEC,6065,sim
CLI_0364,bom,34,RJ,PROP,1.0,CASADO,SUP,5352,nao
CLI_0365,bom,56,SC,PROP,25.0,CASADO,SUP,8303,sim
CLI_0366,bom,37,RJ,PROP,11.0,CASADO,Não Informado,6356,sim
CLI_0367,bom,66,RJ,PROP,20.0,CASADO,SUP,8159,sim
CLI_0368,bom,46,SC,PROP,12.0,CASADO,SUP,7414,sim
CLI_0369,bom,27,MG,OUTR,27.0,CASADO,SEC,5831,sim
CLI_0370,bom,32,RJ,PROP,2.0,CASADO,SUP,5944,sim
CLI_0371,bom,27,RJ,ALUG,1.0,CASADO,SEC,5327,sim
CLI_0372,mau,42,RJ,PROP,8.0,CASADO,SUP,5712,sim
CLI_0373,bom,57,SC,PROP,38.0,CASADO,SUP,7613,sim
CLI_0374,bom,32,RJ,ALUG,1.0,CASADO,SUP,5194,sim
CLI_0375,bom,59,RJ,PROP,20.0,CASADO,SUP,7732,sim
CLI_0376,mau,29,RJ,PROP,10.0,CASADO,SUP,4816,sim
CLI_0377,mau,54,RJ,PROP,20.0,CASADO,SUP,8151,sim
CLI_0378,bom,28,RJ,PROP,1.0,CASADO,SUP,4329,sim
CLI_0379,bom,28,RJ,PROP,12.0,CASADO,Não Informado,5421,sim
CLI_0380,bom,32,MG,OUTR,2.0,CASADO,Não Informado,4737,nao
CLI_0381,bom,32,RJ,PROP,1.0,CASADO,SEC,5469,sim
CLI_0382,bom,46,RJ,PROP,10.0,CASADO,SUP,7028,sim
CLI_0383,bom,66,SC,PROP,23.0,CASADO,SUP,8477,sim
CLI_0384,bom,35,RJ,ALUG,13.0,CASADO,Não Informado,6440,sim
CLI_0385,bom,45,RJ,PROP,5.0,CASADO,SUP,6970,sim
CLI_0386,bom,58,RJ,PROP,13.0,CASADO,Não Informado,8574,sim
CLI_0387,bom,33,RJ,PROP,8.0,CASADO,Não Informado,6452,sim
CLI_0388,bom,51,SC,PROP,17.0,CASADO,SUP,8379,sim
CLI_0389,bom,49,SC,ALUG,10.0,CASADO,SUP,7600,sim
CLI_0390,mau,23,RJ,PROP,4.0,CASADO,SUP,4122,sim
CLI_0391,bom,33,MG,PROP,20.0,CASADO,SEC,4841,sim
CLI_0392,bom,43,RJ,PROP,10.0,CASADO,Não Informado,6597,sim
CLI_0393,bom,37,RJ,PROP,13.0,CASADO,SEC,6666,sim
CLI_0394,mau,29,RJ,PROP,10.0,CASADO,SUP,4911,sim
CLI_0395,mau,53,SC,PROP,12.0,DIVORCIADO,Não Informado,8494,sim
CLI_0396,bom,38,SC,OUTR,35.0,DIVORCIADO,Não Informado,6718,sim
CLI_0397,mau,47,SC,PROP,5.0,CASADO,SEC,7739,sim
CLI_0398,bom,51,SC,PROP,11.0,DIVORCIADO,SUP,6787,sim
CLI_0399,bom,48,SC,PROP,2.0,DIVORCIADO,SUP,6323,sim
CLI_0400,mau,35,RJ,PROP,10.0,CASADO,SEC,5047,sim
CLI_0401,mau,48,SC,OUTR,11.0,CASADO,SUP,7724,nao
CLI_0402,bom,38,SC,PROP,3.0,CASADO,SUP,5758,sim
CLI_0403,bom,32,RJ,PROP,9.0,CASADO,Não Informado,5787,sim
CLI_0404,mau,49,SC,ALUG,12.0,DIVORCIADO,Não Informado,7418,sim
CLI_0405,bom,33,RJ,Não Informado,13.0,CASADO,Não Informado,6567,sim
CLI_0406,bom,57,SC,PROP,11.0,CASADO,SEC,7619,sim
CLI_0407,mau,64,SC,PROP,25.0,DIVORCIADO,SUP,9133,sim
CLI_0408,bom,83,RJ,PROP,32.0,CASADO,SUP,9944,sim
CLI_0409,bom,51,SC,ALUG,2.0,DIVORCIADO,SEC,8072,sim
CLI_0410,bom,36,RJ,PROP,12.0,CASADO,SEC,6283,nao
CLI_0411,bom,41,RJ,PROP,2.0,CASADO,Não Informado,6601,sim
CLI_0412,bom,27,RJ,PROP,4.0,CASADO,Não Informado,4428,sim
CLI_0413,mau,19,RJ,PROP,18.0,SOLTEIRO,SEC,4023,sim
CLI_0414,mau,33,RJ,ALUG,13.0,CASADO,SUP,6339,sim
CLI_0415,mau,34,RJ,PROP,8.0,CASADO,SUP,6631,sim
CLI_0416,bom,33,RJ,ALUG,8.0,CASADO,SUP,6530,sim
CLI_0417,bom,50,RJ,PROP,12.0,CASADO,SUP,7435,sim
CLI_0418,bom,31,RJ,PROP,12.0,CASADO,SUP,5009,sim
CLI_0419,bom,44,RJ,PROP,20.0,CASADO,SUP,7229,sim
CLI_0420,bom,41,RJ,PROP,10.0,CASADO,SUP,7005,sim
CLI_0421,bom,51,SC,PROP,12.0,DIVORCIADO,SUP,6891,sim
CLI_0422,bom,53,RJ,PROP,22.0,CASADO,SUP,6986,sim
CLI_0423,bom,49,RJ,Não Informado,46.0,CASADO,Não Informado,7826,sim
CLI_0424,mau,59,MG,PROP,22.0,CASADO,SUP,8514,sim
CLI_0425,bom,35,RJ,PROP,6.0,CASADO,SEC,5247,sim
CLI_0426,mau,37,RJ,PROP,18.0,CASADO,Não Informado,6169,sim
CLI_0427,bom,40,RJ,PROP,4.0,CASADO,Não Informado,6210,sim
CLI_0428,bom,26,SC,ALUG,4.0,CASADO,SEC,5232,sim
CLI_0429,mau,31,RJ,PROP,2.0,CASADO,SUP,6318,sim
CLI_0430,bom,53,SC,PROP,24.0,DIVORCIADO,SUP,8100,sim
CLI_0431,mau,26,SC,PROP,11.0,DIVORCIADO,SEC,5479,sim
CLI_0432,bom,39,RJ,PROP,13.0,CASADO,SEC,6610,sim
CLI_0433,bom,42,RJ,PROP,18.0,CASADO,SEC,7159,sim
CLI_0434,bom,72,RJ,PROP,8.0,CASADO,Não Informado,9032,sim
CLI_0435,bom,52,MG,PROP,26.0,CASADO,Não Informado,7930,nao
CLI_0436,bom,51,SC,PROP,22.0,DIVORCIADO,Não Informado,6795,sim
CLI_0437,mau,38,RJ,PROP,21.0,CASADO,Não Informado,6291,sim
CLI_0438,mau,70,SC,PROP,1.0,DIVORCIADO,SEC,8663,sim
CLI_0439,bom,26,SC,PROP,12.0,NI,Não Informado,4603,sim
CLI_0440,mau,36,RJ,PROP,17.0,CASADO,PRIM,5488,sim
CLI_0441,mau,61,RJ,Não Informado,12.0,CASADO,Não Informado,7935,sim
CLI_0442,bom,26,SC,PROP,12.0,NI,Não Informado,4915,sim
CLI_0443,bom,56,SC,Não Informado,2.0,NI,Não Informado,8641,nao
CLI_0444,bom,35,SC,PROP,4.0,NI,Não Informado,5659,nao
CLI_0445,bom,38,RJ,OUTR,8.0,CASADO,Não Informado,6465,sim
CLI_0446,bom,44,MG,PROP,13.0,CASADO,SEC,6657,sim
CLI_0447,bom,25,RJ,PROP,25.0,SOLTEIRO,SUP,4360,sim
CLI_0448,mau,58,RJ,PROP,12.0,CASADO,SUP,8154,sim
CLI_0449,bom,54,SC,PROP,10.0,NI,Não Informado,8340,sim
CLI_0450,bom,57,RJ,PROP,12.0,CASADO,SUP,7346,sim
CLI_0451,bom,54,RJ,PROP,15.0,CASADO,SEC,7966,sim
CLI_0452,bom,38,RJ,PROP,13.0,CASADO,SUP,6584,sim
CLI_0453,mau,56,RJ,PROP,20.0,CASADO,SUP,7787,sim
CLI_0454,mau,31,RJ,PROP,1.0,CASADO,SEC,5286,sim
CLI_0455,bom,33,RJ,PROP,3.0,CASADO,SEC,5125,sim
CLI_0456,bom,38,RJ,OUTR,3.0,CASADO,SUP,6880,nao
CLI_0457,bom,75,SC,PROP,12.0,NI,Não Informado,9194,sim
CLI_0458,bom,36,SP,Não Informado,13.0,CASADO,Não Informado,5329,sim
CLI_0459,mau,72,RJ,Não Informado,12.0,CASADO,Não Informado,9824,sim
CLI_0460,mau,36,RJ,PROP,1.0,CASADO,SUP,5773,sim
CLI_0461,bom,39,RJ,Não Informado,12.0,CASADO,Não Informado,6307,nao
CLI_0462,bom,60,RJ,PROP,30.0,CASADO,SUP,9056,sim
CLI_0463,bom,56,SC,Não Informado,2.0,NI,Não Informado,7677,nao
CLI_0464,bom,36,RJ,PROP,12.0,CASADO,Não Informado,5303,sim
CLI_0465,bom,60,SC,PROP,30.0,CASADO,Não Informado,8023,sim
CLI_0466,bom,25,RJ,PROP,12.0,CASADO,SUP,4684,sim
CLI_0467,bom,53,RJ,PROP,3.0,CASADO,SUP,7420,sim
CLI_0468,mau,62,RJ,PROP,14.0,CASADO,SUP,8236,sim
CLI_0469,bom,28,RJ,PROP,13.0,SOLTEIRO,Não Informado,5218,sim
CLI_0470,bom,54,SC,PROP,10.0,NI,Não Informado,6972,sim
CLI_0471,bom,54,SC,ALUG,14.0,CASADO,Não Informado,7821,sim
CLI_0472,bom,71,SC,PROP,31.0,CASADO,Não Informado,9959,sim
CLI_0473,bom,43,SP,PROP,4.0,CASADO,SEC,7359,sim
CLI_0474,bom,35,SC,PROP,4.0,NI,Não Informado,5558,nao
CLI_0475,bom,31,RJ,PROP,13.0,CASADO,SEC,5564,sim
CLI_0476,bom,40,RJ,PROP,15.0,CASADO,SUP,6680,sim
CLI_0477,bom,39,RJ,PROP,10.0,CASADO,SEC,7091,sim
CLI_0478,bom,27,RJ,PROP,2.0,CASADO,SEC,5865,sim
CLI_0479,mau,47,SC,PROP,27.0,CASADO,Não Informado,6306,nao
CLI_0480,bom,53,MG,PROP,10.0,CASADO,SUP,7872,sim
CLI_0481,bom,49,RJ,Não Informado,46.0,CASADO,Não Informado,7218,sim
CLI_0482,bom,40,RJ,PROP,3.0,CASADO,SUP,5936,sim
CLI_0483,mau,62,RJ,PROP,14.0,CASADO,SUP,8888,sim
CLI_0484,bom,47,SC,PROP,11.0,CASADO,SUP,7205,sim
CLI_0485,mau,35,RJ,PROP,1.0,CASADO,SUP,6630,sim
CLI_0486,bom,75,SC,PROP,12.0,NI,Não Informado,9139,sim
CLI_0487,bom,69,RJ,OUTR,1.0,CASADO,SUP,9028,sim
CLI_0488,bom,48,RJ,PROP,30.0,CASADO,PRIM,7098,sim
CLI_0489,mau,52,RJ,PROP,6.0,CASADO,SEC,8076,sim
CLI_0490,bom,64,RJ,PROP,10.0,CASADO,SUP,9178,nao
CLI_0491,bom,49,MG,PROP,15.0,CASADO,SUP,6910,sim
CLI_0492,mau,33,RJ,PROP,30.0,CASADO,PRIM,4828,sim
CLI_0493,bom,31,RJ,PROP,4.0,CASADO,Não Informado,4845,sim
CLI_0494,bom,40,RJ,PROP,15.0,CASADO,SEC,5640,nao
CLI_0495,bom,30,RJ,PROP,5.0,CASADO,Não Informado,5818,sim
CLI_0496,bom,51,SC,PROP,20.0,CASADO,SEC,6638,sim
CLI_0497,bom,66,RJ,PROP,19.0,CASADO,Não Informado,9817,sim
CLI_0498,bom,37,SC,PROP,36.0,SOLTEIRO,SEC,5508,sim
CLI_0499,bom,31,RJ,PROP,3.0,CASADO,Não Informado,5309,sim
CLI_0500,bom,60,RJ,PROP,20.0,CASADO,SUP,7882,nao
CLI_0501,bom,41,RJ,PROP,5.0,CASADO,SUP,6163,sim
CLI_0502,bom,46,MG,PROP,5.0,CASADO,SEC,7268,sim
CLI_0503,bom,23,SC,PROP,16.0,SOLTEIRO,SUP,4217,sim
CLI_0504,bom,37,RJ,PROP,3.0,CASADO,SUP,6680,sim
CLI_0505,mau,58,RJ,Não Informado,5.0,CASADO,SUP,8183,sim
CLI_0506,bom,50,RJ,PROP,23.0,CASADO,SEC,7102,sim
CLI_0507,mau,35,RJ,PROP,10.0,CASADO,SEC,6781,sim
CLI_0508,bom,43,SC,PROP,6.0,CASADO,SUP,7072,sim
CLI_0509,bom,61,RJ,PROP,6.0,CASADO,SEC,7907,sim
CLI_0510,bom,48,SC,PROP,4.0,CASADO,Não Informado,7641,sim
CLI_0511,bom,30,RJ,PROP,7.0,CASADO,SUP,5697,sim
CLI_0512,bom,40,SP,PROP,17.0,CASADO,SUP,5895,sim
CLI_0513,bom,51,SC,PROP,12.0,CASADO,SUP,7634,sim
CLI_0514,bom,22,SC,PROP,11.0,SOLTEIRO,Não Informado,4591,sim
CLI_0515,mau,38,RJ,OUTR,4.0,CASADO,SEC,6829,sim
CLI_0516,mau,36,RJ,PROP,2.0,CASADO,SUP,6316,sim
CLI_0517,bom,38,RJ,OUTR,17.0,CASADO,SUP,5914,nao
CLI_0518,bom,27,SC,OUTR,9.0,SOLTEIRO,SUP,4588,sim
CLI_0519,bom,28,SC,PROP,4.0,CASADO,SEC,5314,nao
CLI_0520,bom,49,SC,PROP,10.0,CASADO,SUP,7729,nao
CLI_0521,mau,38,RJ,PROP,21.0,CASADO,Não Informado,5502,sim
CLI_0522,bom,24,SC,PROP,17.0,SOLTEIRO,SUP,5100,sim
CLI_0523,mau,56,RJ,PROP,10.0,CASADO,SUP,7976,sim
CLI_0524,bom,31,RJ,PROP,12.0,SOLTEIRO,SUP,6217,sim
CLI_0525,bom,30,RJ,PROP,5.0,CASADO,Não Informado,5351,sim
CLI_0526,bom,24,SC,PROP,13.0,SOLTEIRO,SEC,3979,sim
CLI_0527,mau,34,RJ,PROP,9.0,CASADO,SUP,6588,sim
CLI_0528,bom,27,RJ,ALUG,2.0,CASADO,Não Informado,5996,sim
CLI_0529,bom,61,RJ,PROP,26.0,CASADO,Não Informado,9064,sim
CLI_0530,bom,20,SC,ALUG,6.0,SOLTEIRO,Não Informado,3893,sim
CLI_0531,bom,56,SC,PROP,15.0,CASADO,SEC,7926,nao
CLI_0532,bom,24,SC,OUTR,1.0,SOLTEIRO,Não Informado,5129,nao
CLI_0533,bom,25,RJ,PROP,1.0,CASADO,SEC,5283,sim
CLI_0534,bom,50,RJ,PROP,20.0,CASADO,SUP,7371,sim
CLI_0535,mau,55,MG,PROP,11.0,CASADO,SUP,8283,sim
CLI_0536,bom,31,RJ,PROP,13.0,CASADO,SEC,5993,sim
CLI_0537,bom,56,SP,PROP,55.0,CASADO,SUP,7914,sim
CLI_0538,bom,25,SC,PROP,22.0,SOLTEIRO,SUP,4350,sim
CLI_0539,bom,22,SC,PROP,20.0,SOLTEIRO,SUP,3796,sim
CLI_0540,bom,50,RJ,PROP,8.0,CASADO,SUP,6676,sim
CLI_0541,bom,27,RJ,OUTR,3.0,CASADO,Não Informado,5732,sim
CLI_0542,mau,45,SP,PROP,5.0,CASADO,SEC,6046,sim
CLI_0543,bom,26,SC,PROP,2.0,SOLTEIRO,SUP,5754,sim
CLI_0544,mau,43,SC,PROP,32.0,SOLTEIRO,SEC,7507,nao
CLI_0545,bom,43,RJ,ALUG,1.0,CASADO,PRIM,5996,sim
CLI_0546,bom,39,MG,PROP,15.0,CASADO,PRIM,7168,sim
CLI_0547,bom,43,RJ,PROP,10.0,CASADO,SUP,6912,sim
CLI_0548,bom,49,RJ,PROP,13.0,CASADO,Não Informado,7863,sim
CLI_0549,mau,37,RJ,ALUG,3.0,CASADO,PRIM,6878,sim
CLI_0550,bom,33,RJ,PROP,33.0,CASADO,SEC,4831,sim
CLI_0551,bom,68,SC,ALUG,25.0,SOLTEIRO,SEC,9486,sim
CLI_0552,bom,34,RJ,PROP,6.0,CASADO,PRIM,5153,sim
CLI_0553,mau,23,SC,OUTR,4.0,SOLTEIRO,SEC,4797,sim
CLI_0554,bom,44,RJ,PROP,1.0,CASADO,Não Informado,6233,sim
CLI_0555,bom,63,SC,PROP,10.0,CASADO,Não Informado,7957,sim
CLI_0556,bom,45,RJ,PROP,6.0,CASADO,SUP,7492,nao
CLI_0557,mau,49,MG,PROP,20.0,CASADO,Não Informado,7801,sim
CLI_0558,bom,43,MG,Não Informado,4.0,CASADO,SUP,6606,sim
CLI_0559,bom,30,RJ,PROP,4.0,CASADO,SUP,5994,sim
CLI_0560,bom,28,SC,PROP,15.0,CASADO,SEC,5730,sim
CLI_0561,bom,25,RJ,PROP,3.0,CASADO,SEC,5517,sim
CLI_0562,bom,38,SC,ALUG,6.0,SOLTEIRO,SEC,6171,nao
CLI_0563,bom,37,RJ,PROP,12.0,CASADO,Não Informado,6540,sim
CLI_0564,bom,38,RJ,OUTR,3.0,CASADO,SUP,6702,nao
CLI_0565,bom,37,RJ,PROP,12.0,CASADO,Não Informado,5855,sim
CLI_0566,mau,71,RJ,PROP,23.0,CASADO,SUP,8603,sim
CLI_0567,mau,38,RJ,PROP,2.0,CASADO,SUP,6430,sim
CLI_0568,bom,46,RJ,ALUG,11.0,CASADO,SUP,7761,sim
CLI_0569,bom,58,SC,ALUG,3.0,CASADO,Não Informado,8779,sim
CLI_0570,mau,43,RJ,PROP,11.0,CASADO,Não Informado,7209,sim
CLI_0571,bom,46,RJ,PROP,14.0,CASADO,SUP,6381,sim
CLI_0572,mau,43,SP,ALUG,1.0,CASADO,SUP,6683,sim
CLI_0573,mau,24,SC,PROP,21.0,SOLTEIRO,SUP,5677,nao
CLI_0574,bom,21,SC,PROP,12.0,SOLTEIRO,Não Informado,4855,sim
CLI_0575,bom,19,SC,PROP,10.0,SOLTEIRO,SEC,3794,sim
CLI_0576,bom,30,SC,OUTR,18.0,SOLTEIRO,Não Informado,5329,nao
CLI_0577,bom,50,RJ,PROP,10.0,CASADO,Não Informado,6547,sim
CLI_0578,bom,51,SC,PROP,20.0,CASADO,SEC,7640,sim
CLI_0579,mau,47,RJ,PROP,15.0,CASADO,SUP,6689,sim
CLI_0580,bom,48,MG,PROP,6.0,CASADO,Não Informado,7338,sim
CLI_0581,bom,63,RJ,PROP,20.0,CASADO,Não Informado,9071,sim
CLI_0582,bom,23,SC,OUTR,4.0,SOLTEIRO,SUP,5365,sim
CLI_0583,mau,39,RJ,PROP,11.0,CASADO,SUP,5770,sim
CLI_0584,bom,29,RJ,PROP,2.0,CASADO,SEC,5066,sim
CLI_0585,mau,26,SC,PROP,24.0,SOLTEIRO,SUP,4484,sim
CLI_0586,bom,45,RJ,PROP,15.0,CASADO,SEC,7674,sim
CLI_0587,mau,34,RJ,ALUG,3.0,CASADO,SEC,5098,sim
CLI_0588,bom,36,RJ,PROP,5.0,CASADO,SEC,5906,sim
CLI_0589,bom,25,RJ,ALUG,1.0,CASADO,SUP,5388,sim
CLI_0590,bom,55,RJ,PROP,11.0,CASADO,Não Informado,7403,sim
CLI_0591,mau,28,MG,PROP,6.0,CASADO,SEC,4989,nao
CLI_0592,bom,28,RJ,PROP,20.0,CASADO,Não Informado,4456,sim
CLI_0593,mau,40,RJ,PROP,3.0,CASADO,SUP,7061,sim
CLI_0594,bom,35,RJ,PROP,1.0,CASADO,SUP,5721,sim
CLI_0595,mau,54,SC,PROP,13.0,CASADO,SUP,7256,sim
CLI_0596,mau,29,SC,PROP,11.0,CASADO,Não Informado,5804,sim
CLI_0597,mau,64,RJ,PROP,10.0,CASADO,SUP,8460,nao
CLI_0598,mau,26,SC,PROP,10.0,SOLTEIRO,SUP,5812,sim
CLI_0599,bom,38,RJ,ALUG,2.0,CASADO,PRIM,7036,sim
CLI_0600,bom,22,RJ,PROP,13.0,CASADO,SUP,3795,sim
CLI_0601,bom,26,RJ,ALUG,1.0,CASADO,Não Informado,5032,sim
CLI_0602,mau,37,MG,PROP,7.0,CASADO,Não Informado,6024,sim
CLI_0603,bom,21,SC,PROP,14.0,SOLTEIRO,SUP,4673,sim
CLI_0604,bom,32,RJ,PROP,10.0,CASADO,SUP,5509,sim
CLI_0605,bom,29,RJ,ALUG,1.0,CASADO,SEC,5022,nao
CLI_0606,bom,49,RJ,PROP,26.0,CASADO,PRIM,7350,sim
CLI_0607,mau,63,SC,PROP,30.0,SOLTEIRO,Não Informado,7945,sim
CLI_0608,bom,38,RJ,OUTR,8.0,CASADO,Não Informado,6510,sim
CLI_0609,bom,35,RJ,PROP,15.0,CASADO,SUP,5163,sim
CLI_0610,bom,66,RJ,PROP,19.0,CASADO,SUP,9583,sim
CLI_0611,mau,24,SC,PROP,24.0,SOLTEIRO,Não Informado,4839,sim
CLI_0612,bom,62,RJ,PROP,10.0,CASADO,Não Informado,8230,nao
CLI_0613,bom,37,MG,PROP,6.0,CASADO,SEC,5698,sim
CLI_0614,bom,42,RJ,PROP,5.0,CASADO,SEC,7421,nao
CLI_0615,bom,40,RJ,PROP,16.0,CASADO,SUP,6508,sim
CLI_0616,bom,72,SC,ALUG,8.0,SOLTEIRO,Não Informado,9560,nao
CLI_0617,bom,24,SC,PROP,21.0,SOLTEIRO,SUP,3974,sim
CLI_0618,bom,24,SC,PROP,10.0,SOLTEIRO,SEC,5672,nao
CLI_0619,mau,52,SC,PROP,15.0,CASADO,SEC,8276,sim
CLI_0620,bom,37,RJ,PROP,3.0,CASADO,SEC,5204,sim
CLI_0621,bom,22,SC,ALUG,9.0,SOLTEIRO,Não Informado,5343,nao
CLI_0622,bom,54,SC,PROP,18.0,CASADO,SUP,7207,sim
CLI_0623,bom,43,RJ,PROP,5.0,CASADO,Não Informado,6858,sim
CLI_0624,bom,41,MG,PROP,20.0,CASADO,SUP,6466,sim
CLI_0625,bom,31,RJ,PROP,3.0,CASADO,Não Informado,5544,sim
CLI_0626,bom,37,RJ,PROP,6.0,CASADO,PRIM,5631,sim
CLI_0627,bom,27,SC,PROP,5.0,SOLTEIRO,Não Informado,5825,sim
CLI_0628,bom,29,RJ,PROP,3.0,CASADO,Não Informado,6156,sim
CLI_0629,mau,31,RJ,ALUG,2.0,CASADO,SEC,6220,sim
CLI_0630,mau,31,RJ,ALUG,2.0,CASADO,Não Informado,5410,sim
CLI_0631,bom,27,SC,PROP,5.0,SOLTEIRO,Não Informado,4440,sim
CLI_0632,mau,73,SC,PROP,48.0,CASADO,SUP,9074,sim
CLI_0633,mau,26,RJ,PROP,4.0,CASADO,Não Informado,4191,sim
CLI_0634,bom,34,RJ,PROP,1.0,CASADO,SUP,5679,nao
CLI_0635,mau,43,MG,PROP,3.0,CASADO,SUP,7021,sim
CLI_0636,mau,31,RJ,ALUG,2.0,CASADO,SEC,5057,sim
CLI_0637,bom,24,SC,OUTR,25.0,SOLTEIRO,Não Informado,5324,sim
CLI_0638,bom,35,RJ,PROP,6.0,CASADO,SEC,5936,sim
CLI_0639,bom,63,RJ,PROP,20.0,CASADO,Não Informado,9166,sim
CLI_0640,bom,23,SC,PROP,22.0,SOLTEIRO,SEC,4239,sim
CLI_0641,bom,47,SC,PROP,11.0,CASADO,SUP,7716,sim
CLI_0642,mau,63,RJ,PROP,10.0,CASADO,Não Informado,9561,sim
CLI_0643,mau,18,SC,PROP,8.0,SOLTEIRO,Não Informado,4766,sim
CLI_0644,mau,77,SC,PROP,37.0,SOLTEIRO,Não Informado,10176,sim
CLI_0645,bom,66,SC,PROP,35.0,CASADO,SUP,9370,sim
CLI_0646,mau,36,MG,PROP,3.0,CASADO,SUP,5196,sim
CLI_0647,bom,36,RJ,PROP,2.0,CASADO,SEC,5397,sim
CLI_0648,mau,53,RJ,PROP,23.0,CASADO,Não Informado,6861,sim
CLI_0649,mau,27,SC,OUTR,2.0,CASADO,SEC,4518,sim
CLI_0650,mau,35,RJ,PROP,1.0,CASADO,SUP,5986,sim
CLI_0651,bom,36,RJ,PROP,6.0,CASADO,Não Informado,5512,sim
CLI_0652,bom,49,RJ,PROP,12.0,CASADO,SUP,7096,sim
CLI_0653,bom,38,RJ,PROP,13.0,CASADO,SUP,6179,sim
CLI_0654,bom,28,RJ,PROP,3.0,CASADO,SUP,4408,sim
CLI_0655,mau,39,RJ,PROP,14.0,CASADO,SEC,7191,sim
CLI_0656,mau,70,RJ,PROP,7.0,CASADO,SUP,10293,sim
CLI_0657,bom,48,MG,PROP,6.0,CASADO,SUP,7632,sim
CLI_0658,bom,31,RJ,PROP,12.0,CASADO,SUP,4631,sim
CLI_0659,bom,30,SC,ALUG,1.0,SOLTEIRO,PRIM,5782,sim
CLI_0660,bom,36,RJ,ALUG,1.0,CASADO,SEC,6502,sim
CLI_0661,bom,32,RJ,PROP,12.0,CASADO,Não Informado,5709,sim
CLI_0662,mau,48,SC,PROP,23.0,CASADO,PRIM,6874,sim
CLI_0663,bom,34,RJ,ALUG,5.0,CASADO,SEC,5596,sim
CLI_0664,mau,61,RJ,PROP,7.0,CASADO,SEC,9112,sim
CLI_0665,bom,41,RJ,PROP,20.0,CASADO,SEC,5952,sim
CLI_0666,bom,56,RJ,PROP,20.0,CASADO,SUP,8281,sim
CLI_0667,mau,58,SC,PROP,40.0,CASADO,SUP,7435,sim
CLI_0668,bom,58,MG,PROP,16.0,CASADO,SUP,8607,nao
CLI_0669,bom,45,MG,PROP,17.0,CASADO,SUP,7400,sim
CLI_0670,mau,23,SC,OUTR,16.0,SOLTEIRO,SUP,4701,sim
CLI_0671,bom,33,RJ,PROP,10.0,CASADO,SUP,5175,sim
CLI_0672,bom,25,SC,PROP,18.0,SOLTEIRO,SUP,5699,sim
CLI_0673,bom,27,SC,PROP,12.0,SOLTEIRO,Não Informado,5553,sim
CLI_0674,bom,28,SC,PROP,6.0,SOLTEIRO,SUP,5421,nao
CLI_0675,bom,26,SC,PROP,13.0,SOLTEIRO,SUP,4308,sim
CLI_0676,mau,25,SC,PROP,5.0,SOLTEIRO,Não Informado,5342,nao
CLI_0677,bom,28,SC,OUTR,2.0,CASADO,SUP,5340,sim
CLI_0678,mau,37,RJ,OUTR,9.0,CASADO,Não Informado,6541,sim
CLI_0679,mau,25,SC,PROP,5.0,SOLTEIRO,Não Informado,5616,sim
CLI_0680,mau,56,MG,PROP,23.0,CASADO,Não Informado,7819,sim
CLI_0681,bom,29,RJ,PROP,28.0,CASADO,SEC,4924,sim
CLI_0682,bom,37,RJ,PROP,13.0,CASADO,SEC,6914,sim
CLI_0683,mau,28,SC,PROP,21.0,SOLTEIRO,SEC,4441,sim
CLI_0684,bom,37,RJ,PROP,3.0,CASADO,SUP,5394,sim
CLI_0685,bom,35,RJ,PROP,2.0,CASADO,SEC,5196,nao
CLI_0686,bom,51,SC,PROP,17.0,SOLTEIRO,SUP,7215,sim
CLI_0687,mau,54,RJ,PROP,17.0,CASADO,Não Informado,7596,sim
CLI_0688,bom,29,SC,PROP,1.0,SOLTEIRO,SUP,5961,sim
CLI_0689,bom,27,RJ,OUTR,3.0,CASADO,Não Informado,4807,sim
